identifier	cluster
1929-1965_etterforskning_13	0
1970-2015_etterforskning_2135	0
1929-1965_etterforskning_11	0
1929-1965_etterforskning_54	0
1970-2015_etterforskning_998	0
1970-2015_etterforskning_77	0
1929-1965_etterforskning_52	0
1970-2015_etterforskning_318	0
1929-1965_etterforskning_62	0
1929-1965_etterforskning_41	0
1970-2015_etterforskning_1032	0
1929-1965_etterforskning_34	0
1970-2015_etterforskning_193	0
1929-1965_etterforskning_9	0
1970-2015_etterforskning_1824	0
1929-1965_etterforskning_47	0
1970-2015_etterforskning_328	0
1929-1965_etterforskning_31	0
1970-2015_etterforskning_202	0
1929-1965_etterforskning_27	0
1970-2015_etterforskning_1723	0
1970-2015_etterforskning_557	0
