identifier	cluster
2012-2019_strøm_124	0
2012-2019_strøm_17341	0
2012-2019_strøm_5988	0
2012-2019_strøm_20436	0
2012-2019_strøm_8465	0
1980-1990_strøm_170	0
2012-2019_strøm_9010	0
1980-1990_strøm_218	0
2012-2019_strøm_4108	0
2012-2019_strøm_1459	0
1980-1990_strøm_129	1
1980-1990_strøm_391	1
1980-1990_strøm_85	1
2012-2019_strøm_15696	1
1980-1990_strøm_473	1
1980-1990_strøm_586	1
1980-1990_strøm_92	1
2012-2019_strøm_10560	1
1980-1990_strøm_25	2
1980-1990_strøm_492	2
1980-1990_strøm_277	2
2012-2019_strøm_1835	3
