identifier	cluster
1980-1990_bystyrerepresentant_10	0
1980-1990_bystyrerepresentant_16	0
1980-1990_bystyrerepresentant_7	0
1980-1990_bystyrerepresentant_3	0
1980-1990_bystyrerepresentant_18	0
1980-1990_bystyrerepresentant_2	0
1980-1990_bystyrerepresentant_11	0
1980-1990_bystyrerepresentant_4	0
1980-1990_bystyrerepresentant_19	0
1980-1990_bystyrerepresentant_17	0
1980-1990_bystyrerepresentant_13	0
2012-2019_bystyrerepresentant_360	0
2012-2019_bystyrerepresentant_441	0
2012-2019_bystyrerepresentant_494	0
2012-2019_bystyrerepresentant_515	0
2012-2019_bystyrerepresentant_875	0
2012-2019_bystyrerepresentant_432	0
2012-2019_bystyrerepresentant_883	0
2012-2019_bystyrerepresentant_504	0
2012-2019_bystyrerepresentant_293	0
2012-2019_bystyrerepresentant_581	0
2012-2019_bystyrerepresentant_625	0
