identifier	cluster
1980-1990_tendens_1208	0
1980-1990_tendens_1744	0
1980-1990_tendens_1621	0
1980-1990_tendens_2130	0
1980-1990_tendens_1358	0
1980-1990_tendens_2264	0
1980-1990_tendens_2046	0
1980-1990_tendens_483	0
1980-1990_tendens_1989	0
1980-1990_tendens_388	0
1980-1990_tendens_2468	0
2012-2019_tendens_11494	0
2012-2019_tendens_11273	0
2012-2019_tendens_5114	0
2012-2019_tendens_10527	0
2012-2019_tendens_449	0
2012-2019_tendens_7063	0
2012-2019_tendens_6909	0
2012-2019_tendens_7435	0
2012-2019_tendens_10259	0
2012-2019_tendens_556	0
2012-2019_tendens_8318	0
